,pubmedID,title,fullAuthorEdited
60,30646124,"Association of Hemoglobin A1c Levels With Use of Sulfonylureas, Dipeptidyl Peptidase 4 Inhibitors, and Thiazolidinediones in Patients With Type 2 Diabetes Treated With Metformin: Analysis From the Observational Health Data Sciences and Informatics Initiative.",'Rohit Vashisht' 'Kenneth Jung' 'Alejandro Schuler' 'Juan M Banda' 'Rae Woong Park' 'Sanghyung Jin' 'Li Li' 'Joel T Dudley' 'Kipp W Johnson' 'Mark M Shervey' 'Hua Xu' 'Yonghui Wu' 'Karthik Natrajan' 'George Hripcsak' 'Peng Jin' 'Mui Van Zandt' 'Anthony Reckard' 'Christian G Reich' 'James Weaver' 'Martijn J Schuemie' 'Patrick B Ryan' 'Alison Callahan' 'Nigam H Shah'
61,30526572,Preliminary exploration of survival analysis using the OHDSI common data model: a case study of intrahepatic cholangiocarcinoma.,'Na Hong' 'Ning Zhang' 'Huawei Wu' 'Shanshan Lu' 'Yue Yu' 'Li Hou' 'Yinying Lu' 'Hongfang Liu' 'Guoqian Jiang'
62,30480666,"Columbia Open Health Data, clinical concept prevalence and co-occurrence from electronic health records.",'Casey N Ta' 'Michel Dumontier' 'George Hripcsak' 'Nicholas P Tatonetti' 'Chunhua Weng'
63,30421323,Analysis of treatment pathways for three chronic diseases using OMOP CDM.,'Xin Zhang' 'Li Wang' 'Shumei Miao' 'Hua Xu' 'Yuechuchu Yin' 'Yueshi Zhu' 'Zuolei Dai' 'Tao Shan' 'Shenqi Jing' 'Jian Wang' 'Xiaoliang Zhang' 'Zhongqiu Huang' 'Zhongmin Wang' 'Jianjun Guo' 'Yun Liu'
64,30395248,Effect of vocabulary mapping for conditions on phenotype cohorts.,'George Hripcsak' 'Matthew E Levine' 'Ning Shang' 'Patrick B Ryan'
65,30306935,Biomedical Informatics Investigator.,'Peter L Elkin' 'Sarah Mullin' 'Sylvester Sakilay'
66,30172760,Methodological variations in lagged regression for detecting physiologic drug effects in EHR data.,'Matthew E Levine' 'David J Albers' 'George Hripcsak'
67,30082302,Improving reproducibility by using high-throughput observational studies with empirical calibration.,'Martijn J Schuemie' 'Patrick B Ryan' 'George Hripcsak' 'David Madigan' 'Marc A Suchard'
68,30016814,MIRACUM: Medical Informatics in Research and Care in University Medicine.,'Hans-Ulrich Prokosch' 'Till Acker' 'Johannes Bernarding' 'Harald Binder' 'Martin Boeker' 'Melanie Boerries' 'Philipp Daumke' 'Thomas Ganslandt' 'Jurgen Hesser' 'Gunther Honing' 'Michael Neumaier' 'Kurt Marquardt' 'Harald Renz' 'Hermann-Josef Rothkotter' 'Carmen Schade-Brittinger' 'Paul Schmucker' 'Jurgen Schuttler' 'Martin Sedlmayr' 'Hubert Serve' 'Keywan Sohrabi' 'Holger Storf'
69,29779949,Disease Heritability Inferred from Familial Relationships Reported in Medical Records.,'Fernanda C G Polubriaginof' 'Rami Vanguri' 'Kayla Quinnies' 'Gillian M Belbin' 'Alexandre Yahi' 'Hojjat Salmasian' 'Tal Lorberbaum' 'Victor Nwankwo' 'Li Li' 'Mark M Shervey' 'Patricia Glowe' 'Iuliana Ionita-Laza' 'Mary Simmerling' 'George Hripcsak' 'Suzanne Bakken' 'David Goldstein' 'Krzysztof Kiryluk' 'Eimear E Kenny' 'Joel Dudley' 'David K Vawdrey' 'Nicholas P Tatonetti'
70,29531023,Empirical confidence interval calibration for population-level effect estimation studies in observational healthcare data.,'Martijn J Schuemie' 'George Hripcsak' 'Patrick B Ryan' 'David Madigan' 'Marc A Suchard'
71,29365340,Towards Implementation of OMOP in a German University Hospital Consortium.,'C Maier' 'L Lang' 'H Storf' 'P Vormstein' 'R Bieber' 'J Bernarding' 'T Herrmann' 'C Haverkamp' 'P Horki' 'J Laufer' 'F Berger' 'G Honing' 'H W Fritsch' 'J Schuttler' 'T Ganslandt' 'H U Prokosch' 'M Sedlmayr'
72,29295408,Building Interoperable FHIR-Based Vocabulary Mapping Services: A Case Study of OHDSI Vocabularies and Mappings.,"'Guoqian Jiang' 'Richard Kiefer' ' hommeaux Eric""' "
73,29295227,A Consensus-Based Approach for Harmonizing the OHDSI Common Data Model with HL7 FHIR.,"'Guoqian Jiang' 'Richard C Kiefer' 'Deepak K Sharma' ' hommeaux Eric""' "
74,29295138,Conversion of National Health Insurance Service-National Sample Cohort (NHIS-NSC) Database into Observational Medical Outcomes Partnership-Common Data Model (OMOP-CDM).,'Seng Chan You' 'Seongwon Lee' 'Soo-Yeon Cho' 'Hojun Park' 'Sungjae Jung' 'Jaehyeong Cho' 'Dukyong Yoon' 'Rae Woong Park'
75,29232365,Monitoring compliance with standards of care for chronic diseases using healthcare administrative databases in Italy: Strengths and limitations.,'Rosa Gini' 'Martijn J Schuemie' 'Alessandro Pasqua' 'Emanuele Carlini' 'Francesco Profili' 'Iacopo Cricelli' 'Patrizio Dazzi' 'Valentina Barletta' 'Paolo Francesconi' 'Francesco Lapi' 'Andrea Donatini' 'Giulia Dal Co' 'Modesta Visca' 'Mariadonata Bellentani' 'Miriam Sturkenboom' 'Niek Klazinga'
76,29218922,Methods for examining data quality in healthcare integrated data repositories.,'Vojtech Huser' 'Michael G Kahn' 'Jeffrey S Brown' 'Ramkiran Gouripeddi'
77,28823923,Procedure prediction from symbolic Electronic Health Records via time intervals analytics.,'Robert Moskovitch' 'Fernanda Polubriaginof' 'Aviram Weiss' 'Patrick Ryan' 'Nicholas Tatonetti'
78,28815104,Electronic phenotyping with APHRODITE and the Observational Health Sciences and Informatics (OHDSI) data network.,'Juan M Banda' 'Yoni Halpern' 'David Sontag' 'Nigam H Shah'
79,28681416,Risk of angioedema associated with levetiracetam compared with phenytoin: Findings of the observational health data sciences and informatics research network.,'Jon D Duke' 'Patrick B Ryan' 'Marc A Suchard' 'George Hripcsak' 'Peng Jin' 'Christian Reich' 'Marie-Sophie Schwalm' 'Yuriy Khoma' 'Yonghui Wu' 'Hua Xu' 'Nigam H Shah' 'Juan M Banda' 'Martijn J Schuemie'
80,28270198,Large-scale adverse effects related to treatment evidence standardization (LAERTES): an open scalable system for linking pharmacovigilance evidence sources with clinical data.,
81,28154833,Multisite Evaluation of a Data Quality Tool for Patient-Level Clinical Data Sets.,'Vojtech Huser' 'Frank J DeFalco' 'Martijn Schuemie' 'Patrick B Ryan' 'Ning Shang' 'Mark Velez' 'Rae Woong Park' 'Richard D Boyce' 'Jon Duke' 'Ritu Khare' 'Levon Utidjian' 'Charles Bailey'
82,27993747,Accuracy of an automated knowledge base for identifying drug adverse reactions.,'E A Voss' 'R D Boyce' 'P B Ryan' 'J van der Lei' 'P R Rijnbeek' 'M J Schuemie'
83,27940627,"Automatic identification of type 2 diabetes, hypertension, ischaemic heart disease, heart failure and their levels of severity from Italian General Practitioners' electronic medical records: a validation study.",'Rosa Gini' 'Martijn J Schuemie' 'Giampiero Mazzaglia' 'Francesco Lapi' 'Paolo Francesconi' 'Alessandro Pasqua' 'Elisa Bianchini' 'Carmelo Montalbano' 'Giuseppe Roberto' 'Valentina Barletta' 'Iacopo Cricelli' 'Claudio Cricelli' 'Giulia Dal Co' 'Mariadonata Bellentani' 'Miriam Sturkenboom' 'Niek Klazinga'
84,27891528,Preparing Nursing Home Data from Multiple Sites for Clinical Research - A Case Study Using Observational Health Data Sciences and Informatics.,'Richard D Boyce' 'Steven M Handler' 'Jordan F Karp' 'Subashan Perera' 'Charles F 3rd Reynolds'
85,27600407,GIST 2.0: A scalable multi-trait metric for quantifying population representativeness of individual clinical studies.,'Anando Sen' 'Shreya Chakrabarti' 'Andrew Goldstein' 'Shuang Wang' 'Patrick B Ryan' 'Chunhua Weng'
86,27592566,Robust empirical calibration of p-values using observational data.,'Martijn J Schuemie' 'George Hripcsak' 'Patrick B Ryan' 'David Madigan' 'Marc A Suchard'
87,27274072,Characterizing treatment pathways at scale using the OHDSI network.,'George Hripcsak' 'Patrick B Ryan' 'Jon D Duke' 'Nigam H Shah' 'Rae Woong Park' 'Vojtech Huser' 'Marc A Suchard' 'Martijn J Schuemie' 'Frank J DeFalco' 'Adler Perotte' 'Juan M Banda' 'Christian G Reich' 'Lisa M Schilling' 'Michael E Matheny' 'Daniella Meeker' 'Nicole Pratt' 'David Madigan'
88,27014709,"Data Extraction and Management in Networks of Observational Health Care Databases for Scientific Research: A Comparison of EU-ADR, OMOP, Mini-Sentinel and MATRICE Strategies.",'Rosa Gini' 'Martijn Schuemie' 'Jeffrey Brown' 'Patrick Ryan' 'Edoardo Vacchi' 'Massimo Coppola' 'Walter Cazzola' 'Preciosa Coloma' 'Roberto Berni' 'Gayo Diallo' 'Jose Luis Oliveira' 'Paul Avillach' 'Gianluca Trifiro' 'Peter Rijnbeek' 'Mariadonata Bellentani' 'Johan van Der Lei' 'Niek Klazinga' 'Miriam Sturkenboom'
89,26893951,Conversion and Data Quality Assessment of Electronic Health Record Data at a Korean Tertiary Teaching Hospital to a Common Data Model for Distributed Network Research.,'Dukyong Yoon' 'Eun Kyoung Ahn' 'Man Young Park' 'Soo Yeon Cho' 'Patrick Ryan' 'Martijn J Schuemie' 'Dahye Shin' 'Hojun Park' 'Rae Woong Park'
90,26559926,Systems biology approaches for identifying adverse drug reactions and elucidating their underlying biological mechanisms.,'Mary Regina Boland' 'Alexandra Jacunski' 'Tal Lorberbaum' 'Joseph D Romano' 'Robert Moskovitch' 'Nicholas P Tatonetti'
91,26262116,Observational Health Data Sciences and Informatics (OHDSI): Opportunities for Observational Researchers.,'George Hripcsak' 'Jon D Duke' 'Nigam H Shah' 'Christian G Reich' 'Vojtech Huser' 'Martijn J Schuemie' 'Marc A Suchard' 'Rae Woong Park' 'Ian Chi Kei Wong' 'Peter R Rijnbeek' 'Johan van der Lei' 'Nicole Pratt' 'G Niklas Noren' 'Yu-Chuan Li' 'Paul E Stang' 'David Madigan' 'Patrick B Ryan'
92,26153397,A Method to Combine Signals from Spontaneous Reporting Systems and Observational Healthcare Data to Detect Adverse Drug Reactions.,'Ying Li' 'Patrick B Ryan' 'Ying Wei' 'Carol Friedman'
93,26068584,Improving Detection of Arrhythmia Drug-Drug Interactions in Pharmacovigilance Data through the Implementation of Similarity-Based Modeling.,'Santiago Vilar' 'Tal Lorberbaum' 'George Hripcsak' 'Nicholas P Tatonetti'
94,26041386,Birth month affects lifetime disease risk: a phenome-wide method.,'Mary Regina Boland' 'Zachary Shahn' 'David Madigan' 'George Hripcsak' 'Nicholas P Tatonetti'
95,25848530,Development and validation of a classification approach for extracting severity automatically from electronic health records.,'Mary Regina Boland' 'Nicholas P Tatonetti' 'George Hripcsak'
96,25250527,Similarity-based modeling applied to signal detection in pharmacovigilance.,'S Vilar' 'P B Ryan' 'D Madigan' 'P E Stang' 'M J Schuemie' 'C Friedman' 'N P Tatonetti' 'G Hripcsak'
97,24985530,Bridging islands of information to establish an integrated knowledge base of drugs and health outcomes of interest.,'Richard D Boyce' 'Patrick B Ryan' 'G Niklas Noren' 'Martijn J Schuemie' 'Christian Reich' 'Jon Duke' 'Nicholas P Tatonetti' 'Gianluca Trifiro' 'Rave Harpaz' 'J Marc Overhage' 'Abraham G Hartzema' 'Mark Khayter' 'Erica A Voss' 'Christophe G Lambert' 'Vojtech Huser' 'Michel Dumontier'
98,34911976,Preliminary feasibility assessment of CDM-based active surveillance using current status of medical device data in medical records and OMOP-CDM.,'Sooin Choi' 'Soo Jeong Choi' 'Jin Kuk Kim' 'Ki Chang Nam' 'Suehyun Lee' 'Ju Han Kim' 'You Kyoung Lee'
99,34904958,Transformation and Evaluation of the MIMIC Database in the OMOP Common Data Model: Development and Usability Study.,'Nicolas Paris' 'Antoine Lamer' 'Adrien Parrot'
100,34795096,Making EHRs Reusable: A Common Framework of Data Operations.,'Miguel Pedrera' 'Noelia Garcia' 'Paula Rubio' 'Juan Luis Cruz' 'Jose Luis Bernal' 'Pablo Serrano'
101,34795073,Development of a FHIR Layer on Top of the OMOP Common Data Model for the CAPABLE Project.,'Matteo Gabetta' 'Anna Alloni' 'Francesca Polce' 'Giordano Lanzola' 'Enea Parimbelli' 'Nicola Barbarini'
102,34773936,Real-world incidence of endopthalmitis after intravitreal anti-VEGF injections in Korea: findings from the Common Data Model in ophthalmology.,'Yongseok Mun' 'Seng Chan You' 'Da Yun Lee' 'Seok Kim' 'Yoo-Ri Chung' 'Kihwang Lee' 'Ji Hun Song' 'Young Gun Park' 'Young Hoon Park' 'Young-Jung Roh' 'Se Joon Woo' 'Kyu Hyung Park' 'Rae Woong Park' 'Sooyoung Yoo' 'Dong-Jin Chang' 'Sang Jun Park'
103,34727871,Standardizing registry data to the OMOP Common Data Model: experience from three pulmonary hypertension databases.,'Patricia Biedermann' 'Rose Ong' 'Alexander Davydov' 'Alexandra Orlova' 'Philip Solovyev' 'Hong Sun' 'Graham Wetherill' 'Monika Brand' 'Eva-Maria Didden'
104,34673922,ASH Research Collaborative: a real-world data infrastructure to support real-world evidence development and learning healthcare systems in hematology.,'William A Wood' 'Peter Marks' 'Robert M Plovnick' 'Kathleen Hewitt' 'Donna S Neuberg' 'Sam Walters' 'Brendan K Dolan' 'Emily A Tucker' 'Charles S Abrams' 'Alexis A Thompson' 'Kenneth C Anderson' 'Paul Kluetz' 'Ann Farrell' 'Donna Rivera' 'Matthew Gertzog' 'Gregory Pappas'
105,34545823,Towards the Representation of Genomic Data in HL7 FHIR and OMOP CDM.,'Yuan Peng' 'Azadeh Nassirian' 'Najia Ahmadi' 'Martin Sedlmayr' 'Franziska Bathelt'
106,34514354,Transforming and evaluating electronic health record disease phenotyping algorithms using the OMOP common data model: a case study in heart failure.,'Vaclav Papez' 'Maxim Moinat' 'Stefan Payralbe' 'Folkert W Asselbergs' 'R Thomas Lumbers' 'Harry Hemingway' 'Richard Dobson' 'Spiros Denaxas'
107,34457154,A Comparison between Human and NLP-based Annotation of Clinical Trial Eligibility Criteria Text Using The OMOP Common Data Model.,'Xinhang Li' 'Hao Liu' 'Fabricio Kury' 'Chi Yuan' 'Alex Butler' 'Yingcheng Sun' 'Anna Ostropolets' 'Hua Xu' 'Chunhua Weng'
108,34380168,Transformation of Electronic Health Records and Questionnaire Data to OMOP CDM: A Feasibility Study Using SG_T2DM Dataset.,'Selva Muthu Kumaran Sathappan' 'Young Seok Jeon' 'Trung Kien Dang' 'Su Chi Lim' 'Yi-Ming Shao' 'E Shyong Tai' 'Mengling Feng'
109,34313749,Increasing trust in real-world evidence through evaluation of observational data quality.,'Clair Blacketer' 'Frank J Defalco' 'Patrick B Ryan' 'Peter R Rijnbeek'
110,34284037,Outcomes of SARS-CoV-2 Infection in Patients With Chronic Liver Disease and Cirrhosis: A National COVID Cohort Collaborative Study.,'Jin Ge' 'Mark J Pletcher' 'Jennifer C Lai'
111,34214696,A two-stage workflow to extract and harmonize drug mentions from clinical notes into observational databases.,'Joao Rafael Almeida' 'Joao Figueira Silva' 'Sergio Matos' 'Jose Luis Oliveira'
112,34185008,"A National, Semantic-Driven, Three-Pillar Strategy to Enable Health Data Secondary Usage Interoperability for Research Within the Swiss Personalized Health Network: Methodological Study.",'Christophe Gaudet-Blavignac' 'Jean Louis Raisaro' 'Vasundra Toure' 'Sabine Osterle' 'Katrin Crameri' 'Christian Lovis'
113,34174396,Adaptation of an NLP system to a new healthcare environment to identify social determinants of health.,'Ruth M Reeves' 'Lee Christensen' 'Jeremiah R Brown' 'Michael Conway' 'Maxwell Levis' 'Glenn T Gobbel' 'Rashmee U Shah' 'Christine Goodrich' 'Iben Ricket' 'Freneka Minter' 'Andrew Bohm' 'Bruce E Bray' 'Michael E Matheny' 'Wendy Chapman'
114,34151259,Development of An Individualized Risk Prediction Model for COVID-19 Using Electronic Health Record Data.,'Tarun Karthik Kumar Mamidi' 'Thi K Tran-Nguyen' 'Ryan L Melvin' 'Elizabeth A Worthey'
115,34142015,Comparative effectiveness of medical concept embedding for feature engineering in phenotyping.,'Junghwan Lee' 'Cong Liu' 'Jae Hyun Kim' 'Alex Butler' 'Ning Shang' 'Chao Pang' 'Karthik Natarajan' 'Patrick Ryan' 'Casey Ta' 'Chunhua Weng'
116,34068814,The Risk of Osteoporosis and Osteoporotic Fracture Following the Use of Irritable Bowel Syndrome Medical Treatment: An Analysis Using the OMOP CDM Database.,'Gyu Lee Kim' 'Yu Hyeon Yi' 'Hye Rim Hwang' 'Jinmi Kim' 'Youngmin Park' 'Yun Jin Kim' 'Jeong Gyu Lee' 'Young Jin Tak' 'Seung Hun Lee' 'Sang Yeoup Lee' 'Youn Hye Cho' 'Eun Ju Park' 'Youngin Lee'
117,34057426,Evaluation of the Privacy Risks of Personal Health Identifiers and Quasi-Identifiers in a Distributed Research Network: Development and Validation Study.,'SeHee Oh' 'MinDong Sung' 'Yumie Rhee' 'Namki Hong' 'Yu Rang Park'
118,34042902,Accessing OMOP Common Data Model Repositories with the i2b2 Webclient - Algorithm for Automatic Query Translation.,'Raphael W Majeed' 'Patrick Fischer' 'Andreas Gunther'
119,34042878,HIStream-Import: A Generic ETL Framework for Processing Arbitrary Patient Data Collections or Hospital Information Systems into HL7 FHIR Bundles.,'Raphael W Majeed' 'Mark R Stohr' 'Andreas Gunther'
120,34042774,From OpenEHR to FHIR and OMOP Data Model for Microbiology Findings.,'Eugenia Rinaldi' 'Sylvia Thun'
121,34042737,Automated Generation of Individual and Population Clinical Pathways with the OMOP Common Data Model.,'Fabio Boudis' 'Guillaume Clement' 'Amelie Bruandet' 'Antoine Lamer'
122,34042721,Adaption of the OMOP CDM for Rare Diseases.,'Michele Zoch' 'Christian Gierschner' 'Yuan Peng' 'Mirko Gruhl' 'Liz A Leutner' 'Martin Sedlmayr' 'Franziska Bathelt'
123,34001114,An OMOP-CDM based pharmacovigilance data-processing pipeline (PDP) providing active surveillance for ADR signal detection from real-world data sources.,'Hyunah Shin' 'Suehyun Lee'
124,33993254,Automated production of research data marts from a canonical fast healthcare interoperability resource data repository: applications to COVID-19 research.,'Leslie A Lenert' 'Andrey V Ilatovskiy' 'James Agnew' 'Patricia Rudisill' 'Jeff Jacobs' 'Duncan Weatherston' 'Kenneth R Jr Deans'
125,33987667,Deep-learning-based automated terminology mapping in OMOP-CDM.,'Byungkon Kang' 'Jisang Yoon' 'Ha Young Kim' 'Sung Jin Jo' 'Yourim Lee' 'Hye Jin Kam'
126,33936396,Deep Learning Approach to Parse Eligibility Criteria in Dietary Supplements Clinical Trials Following OMOP Common Data Model.,'Anusha Bompelli' 'Jianfu Li' 'Yiqi Xu' 'Nan Wang' 'Yanshan Wang' 'Terrence Adam' 'Zhe He' 'Rui Zhang'
127,33887457,Building an OMOP common data model-compliant annotated corpus for COVID-19 clinical trials.,'Yingcheng Sun' 'Alex Butler' 'Latoya A Stewart' 'Hao Liu' 'Chi Yuan' 'Christopher T Southard' 'Jae Hyun Kim' 'Chunhua Weng'
128,33813032,A knowledge base of clinical trial eligibility criteria.,'Hao Liu' 'Yuan Chi' 'Alex Butler' 'Yingcheng Sun' 'Chunhua Weng'
129,33783361,A Framework (SOCRATex) for Hierarchical Annotation of Unstructured Electronic Health Records and Integration Into a Standardized Medical Database: Development and Usability Study.,'Jimyung Park' 'Seng Chan You' 'Eugene Jeong' 'Chunhua Weng' 'Dongsu Park' 'Jin Roh' 'Dong Yun Lee' 'Jae Youn Cheong' 'Jin Wook Choi' 'Mira Kang' 'Rae Woong Park'
130,33782494,Transforming electronic health record polysomnographic data into the Observational Medical Outcome Partnership's Common Data Model: a pilot feasibility study.,'Jeong-Whun Kim' 'Seok Kim' 'Borim Ryu' 'Wongeun Song' 'Ho-Young Lee' 'Sooyoung Yoo'
131,33758877,Automated Production of Research Data Marts from a Canonical Fast Healthcare Interoperability Resource (FHIR) Data Repository: Applications to COVID-19 Research.,'Leslie A Lenert' 'Andrey V Ilatovskiy' 'James Agnew' 'Patricia Rudsill' 'Jeff Jacobs' 'Duncan Weatherston' 'Kenneth Deans'
132,33720842,Characterizing the Anticancer Treatment Trajectory and Pattern in Patients Receiving Chemotherapy for Cancer Using Harmonized Observational Databases: Retrospective Study.,'Hokyun Jeon' 'Seng Chan You' 'Seok Yun Kang' 'Seung In Seo' 'Jeremy L Warner' 'Rimma Belenkaya' 'Rae Woong Park'
133,33674830,COVID-19 SignSym: a fast adaptation of a general clinical NLP tool to identify and normalize COVID-19 signs and symptoms to OMOP common data model.,'Jingqi Wang' 'Noor Abu-El-Rub' 'Josh Gray' 'Huy Anh Pham' 'Yujia Zhou' 'Frank J Manion' 'Mei Liu' 'Xing Song' 'Hua Xu' 'Masoud Rouhizadeh' 'Yaoyun Zhang'
134,33611874,Incorporation of Korean Electronic Data Interchange Vocabulary into Observational Medical Outcomes Partnership Vocabulary.,'Yeonchan Seong' 'Seng Chan You' 'Anna Ostropolets' 'Yeunsook Rho' 'Jimyung Park' 'Jaehyeong Cho' 'Dmitry Dymshyts' 'Christian G Reich' 'Yunjung Heo' 'Rae Woong Park'
135,33506478,Patient Cohort Identification on Time Series Data Using the OMOP Common Data Model.,'Christian Maier' 'Lorenz A Kapsner' 'Sebastian Mate' 'Hans-Ulrich Prokosch' 'Stefan Kraus'
136,33411620,Extending the OMOP Common Data Model and Standardized Vocabularies to Support Observational Cancer Research.,'Rimma Belenkaya' 'Michael J Gurley' 'Asieh Golozar' 'Dmitry Dymshyts' 'Robert T Miller' 'Andrew E Williams' 'Shilpa Ratwani' 'Anastasios Siapos' 'Vladislav Korsik' 'Jeremy Warner' 'W Scott Campbell' 'Donna Rivera' 'Tatiana Banokina' 'Elizaveta Modina' 'Shantha Bethusamy' 'Henry Morgan Stewart' 'Meera Patel' 'Ruijun Chen' 'Thomas Falconer' 'Rae Woong Park' 'Seng Chan You' 'Hokyun Jeon' 'Soe Jeong Shin' 'Christian Reich'
137,33342753,"Renin-angiotensin system blockers and susceptibility to COVID-19: an international, open science, cohort analysis.",'Daniel R Morales' 'Mitchell M Conover' 'Seng Chan You' 'Nicole Pratt' 'Kristin Kostka' 'Talita Duarte-Salles' 'Sergio Fernandez-Bertolin' 'Maria Aragon' 'Scott L DuVall' 'Kristine Lynch' 'Thomas Falconer' 'Kees van Bochove' 'Cynthia Sung' 'Michael E Matheny' 'Christophe G Lambert' 'Fredrik Nyberg' 'Thamir M Alshammari' 'Andrew E Williams' 'Rae Woong Park' 'James Weaver' 'Anthony G Sena' 'Martijn J Schuemie' 'Peter R Rijnbeek' 'Ross D Williams' 'Jennifer C E Lane' 'Albert Prats-Uribe' 'Lin Zhang' 'Carlos Areia' 'Harlan M Krumholz' 'Daniel Prieto-Alhambra' 'Patrick B Ryan' 'George Hripcsak' 'Marc A Suchard'
138,33336320,"Common Problems, Common Data Model Solutions: Evidence Generation for Health Technology Assessment.",'Seamus Kent' 'Edward Burn' 'Dalia Dawoud' 'Pall Jonsson' 'Jens Torup Ostby' 'Nigel Hughes' 'Peter Rijnbeek' 'Jacoline C Bouvy'
139,33295294,Transformation of Pathology Reports Into the Common Data Model With Oncology Module: Use Case for Colon Cancer.,'Borim Ryu' 'Eunsil Yoon' 'Seok Kim' 'Sejoon Lee' 'Hyunyoung Baek' 'Soyoung Yi' 'Hee Young Na' 'Ji-Won Kim' 'Rong-Min Baek' 'Hee Hwang' 'Sooyoung Yoo'
140,33269356,"Use of dialysis, tracheostomy, and extracorporeal membrane oxygenation among 842,928 patients hospitalized with COVID-19 in the United States.",'Edward Burn' 'Anthony G Sena' 'Albert Prats-Uribe' 'Matthew Spotnitz' 'Scott DuVall' 'Kristine E Lynch' 'Michael E Matheny' 'Fredrik Nyberg' 'Waheed-Ul-Rahman Ahmed' 'Osaid Alser' 'Heba Alghoul' 'Thamir Alshammari' 'Lin Zhang' 'Paula Casajust' 'Carlos Areia' 'Karishma Shah' 'Christian Reich' 'Clair Blacketer' 'Alan Andryc' 'Stephen Fortin' 'Karthik Natarajan' 'Mengchun Gong' 'Asieh Golozar' 'Daniel Morales' 'Peter Rijnbeek' 'Vignesh Subbian' 'Elena Roel' 'Martina Recalde' 'Jennifer C E Lane' 'David Vizcaya' 'Jose D Posada' 'Nigam H Shah' 'Jitendra Jonnagaddala' 'Lana Yin Hui Lai' 'Francesc Xavier Aviles-Jurado' 'George Hripcsak' 'Marc A Suchard' 'Otavio T Ranzani' 'Patrick Ryan' 'Daniel Prieto-Alhambra' 'Kristin Kostka' 'Talita Duarte-Salles'
141,33177037,Proposal and Assessment of a De-Identification Strategy to Enhance Anonymity of the Observational Medical Outcomes Partnership Common Data Model (OMOP-CDM) in a Public Cloud-Computing Environment: Anonymization of Medical Data Using Privacy Models.,'Seungho Jeon' 'Jeongeun Seo' 'Sukyoung Kim' 'Jeongmoon Lee' 'Jong-Ho Kim' 'Jang Wook Sohn' 'Jongsub Moon' 'Hyung Joon Joo'
142,33114631,Application of Epidemiological Geographic Information System: An Open-Source Spatial Analysis Tool Based on the OMOP Common Data Model.,'Jaehyeong Cho' 'Seng Chan You' 'Seongwon Lee' 'DongSu Park' 'Bumhee Park' 'George Hripcsak' 'Rae Woong Park'
143,33027834,Content Coverage Evaluation of the OMOP Vocabulary on the Transplant Domain Focusing on Concepts Relevant for Kidney Transplant Outcomes Analysis.,'Sylvia Cho' 'Margaret Sin' 'Demetra Tsapepas' 'Leigh-Anne Dale' 'Syed A Husain' 'Sumit Mohan' 'Karthik Natarajan'
144,32864472,International electronic health record-derived COVID-19 clinical course profiles: the 4CE consortium.,"'Gabriel A Brat' 'Griffin M Weber' 'Nils Gehlenborg' 'Paul Avillach' 'Nathan P Palmer' 'Luca Chiovato' 'James Cimino' 'Lemuel R Waitman' 'Gilbert S Omenn' 'Alberto Malovini' 'Jason H Moore' 'Brett K Beaulieu-Jones' 'Valentina Tibollo' 'Shawn N Murphy' ' ""' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' "
145,32823317,Clinical Research Informatics.,'Christel Daniel' 'Dipak Kalra'
146,32819037,Toolkit to Compute Time-Based Elixhauser Comorbidity Indices and Extension to Common Data Models.,'Shorabuddin Syed' 'Ahmad Baghal' 'Fred Prior' 'Meredith Zozus' 'Shaymaa Al-Shukri' 'Hafsa Bareen Syeda' 'Maryam Garza' 'Salma Begum' 'Kim Gates' 'Mahanazuddin Syed' 'Kevin W Sexton'
147,32632237,Comparative safety and effectiveness of alendronate versus raloxifene in women with osteoporosis.,'Yeesuk Kim' 'Yuxi Tian' 'Jianxiao Yang' 'Vojtech Huser' 'Peng Jin' 'Christophe G Lambert' 'Hojun Park' 'Seng Chan You' 'Rae Woong Park' 'Peter R Rijnbeek' 'Mui Van Zandt' 'Christian Reich' 'Rohit Vashisht' 'Yonghui Wu' 'Jon Duke' 'George Hripcsak' 'David Madigan' 'Nigam H Shah' 'Patrick B Ryan' 'Martijn J Schuemie' 'Marc A Suchard'
148,32570675,Specification and Distribution of Vocabularies Among Consortial Partners.,'Mirko Gruhl' 'Ines Reinecke' 'Martin Sedlmayr'
149,32570362,Data Integration into OMOP CDM for Heterogeneous Clinical Data Collections via HL7 FHIR Bundles and XSLT.,'Patrick Fischer' 'Mark R Stohr' 'Henning Gall' 'Achim Michel-Backofen' 'Raphael W Majeed'
150,32492716,EHR-Independent Predictive Decision Support Architecture Based on OMOP.,'Philipp Unberath' 'Hans Ulrich Prokosch' 'Julian Grundner' 'Marcel Erpenbeck' 'Christian Maier' 'Jan Christoph'
